Service,Case,Description,Policy Link,Policy_type,Policy_name
ePlus Technology,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,"There are different ways you can prevent tracking of your online activity.
One of them is setting a preference in your browser that alerts websites you visit that you do not want them to collect certain information about you.
This is referred to as a Do-Not-Track (“DNT”) signal.
Please note that currently our websites and web-based resources do not respond to these signals from web browsers.

        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Information is provided about how your personal data is used,"How will we use your Personal Data?</strong>

Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Information is provided about what kind of information they collect,"What Personal Data do we collect about you?</strong>

Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,There is a date of the last update of the agreements,"Effective Date:&nbsp.
May 25, 2018</em>

Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Third-party cookies are used for advertising,"Cookies can be placed on your computer both by us and by third parties with whom we have a contractual relationship, such as web analytic services and advertising network services.
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Third-party cookies are used for statistics,"Google Analytics is used to help make our website work better and to help us understand what parts of the website are being utilized.
Google Analytics uses technical tools, such as first-party cookies and JavaScript code, to collect information about visitors.
Google Analytics service tracks visitors to the site who have JavaScript enabled.

        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,This service gives your personal data to third parties involved in its operation,"We disclose information to third parties who provide us with various business services, including monitoring and maintaining the website, for example.
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,This service receives your precise location through GPS coordinates,"Geo-location data, as may be transmitted from your smart phone or other location-aware devices<br>

Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,This service shares your personal data with third parties that are not essential to its operation,"The Personal Data collected on this website is also disclosed by ePlus to third parties acting on its behalf, for processing, communications (such as e-mailing and other mailings) and other purposes consistent with this Privacy Notice.
&nbsp;These recipients include the following:</p>
<ul>
<li>Marketing vendors</li>

Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Tracking pixels are used in service-to-user communication,"Our websites and emails use a technology known as web beacons (also known as an “action tag” or “clear GIF technology”) that allows the collection of web log information.

        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting","Our websites and emails use a technology known as web beacons (also known as an “action tag” or “clear GIF technology”) that allows the collection of web log information
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,"You can request access, correction and/or deletion of your data","to ask us to make any corrections to inaccurate or incomplete Personal Data we have about you.&nbsp.
You can also request that we erase your Personal Data when it is no longer needed for the purposes for which you provided it
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,You can retrieve an archive of your data,"You have the right to see and get a copy of your Personal Data, including an electronic copy
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Your data may be processed and stored anywhere in the world,"Our&nbsp.
website and online resources are owned and operated in the United States, and the information you provide may be accessible by our affiliates and vendors in other countries.
If you are visiting this site from a country other than the United States, your information will cross an international boundary.

        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,"Your IP address is collected, which can be used to view your approximate location","Online identifiers</li>
<li>Internet Protocol (IP) address;
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
ePlus Technology,Your personal data may be used for marketing purposes,"and/or</li>
<li>Marketing Activities
        
Website Privacy Statement",Website Privacy Statement,1,Privacy Policy
Mozilla.org,Blocking first party cookies may limit your ability to use the service,"Note that certain features of our products and services may not function properly without the aid of cookies.

        
Website Privacy policy",Website Privacy policy,1,Privacy Policy
ClassDojo,Separate policies are employed for different parts of the service,"This ClassDojo Website Privacy Policy (the “Website Privacy Policy”) covers information that ClassDojo, Inc.
(“ClassDojo”, “we”, “our”, or “us”) collects from users and visitors of websites operated and controlled by ClassDojo that link to this Website Privacy Policy, including https://www.classdojo.com (referred to collectively as the “Sites”).
Please see our ClassDojo Products Privacy Policy for information on our privacy practices as they relate to our ClassDojo Service.</p>

Website Privacy Policy",Website Privacy Policy,1,Privacy Policy
